Id,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount (in lac),Duration,Purpose,Risk,Income,Childern Count,Income Type,Education Type,Has a phone,Has a email id,Occupation Type
513,20,male,2,rent,little,moderate,585,12,radio/TV,good,225000,0,Working,Secondary / secondary special,0,0,
514,54,male,2,own,NA,NA,2255,24,car,good,90000,0,Working,Secondary / secondary special,0,0,Cooking staff
515,37,female,2,own,little,little,609,6,car,good,106398,0,Commercial associate,Higher education,0,0,Sales staff
516,40,male,1,own,little,little,1361,6,car,good,247500,0,Working,Secondary / secondary special,0,1,Realty agents
517,23,female,2,rent,little,NA,7127,36,furniture/equipment,bad,117000,0,Working,Secondary / secondary special,0,1,Cooking staff
518,43,male,2,own,moderate,little,1203,6,car,good,135000,0,Working,Secondary / secondary special,0,0,
519,36,male,2,free,NA,NA,700,6,radio/TV,good,202500,0,Working,Higher education,1,0,Drivers
520,44,male,2,free,little,NA,5507,24,repairs,good,315000,0,Commercial associate,Secondary / secondary special,0,0,Laborers
521,24,female,2,own,little,little,3190,18,radio/TV,bad,112500,2,State servant,Secondary / secondary special,1,0,Core staff
522,53,male,2,free,little,little,7119,48,furniture/equipment,bad,157500,0,Working,Secondary / secondary special,0,0,Laborers
523,23,female,2,own,moderate,NA,3488,24,car,good,144000,0,Commercial associate,Secondary / secondary special,0,0,Security staff
524,26,female,1,own,little,moderate,1113,18,radio/TV,good,180000,0,Commercial associate,Higher education,1,0,
525,30,male,2,own,little,moderate,7966,26,car,good,229500,1,Working,Higher education,0,0,Laborers
526,31,female,2,own,moderate,NA,1532,15,education,good,225000,0,Pensioner,Secondary / secondary special,0,0,
527,42,male,1,own,little,NA,1503,4,radio/TV,good,184500,0,Pensioner,Secondary / secondary special,1,0,
528,31,male,2,rent,little,little,2302,36,radio/TV,bad,180000,0,Commercial associate,Secondary / secondary special,1,0,Sales staff
529,41,male,1,own,little,little,662,6,car,good,292500,0,Commercial associate,Incomplete higher,0,0,Sales staff
530,32,male,2,own,little,moderate,2273,36,education,good,135000,0,Working,Higher education,0,0,Sales staff
531,28,female,2,rent,moderate,moderate,2631,15,car,bad,157500,0,Commercial associate,Higher education,0,0,Laborers
532,41,male,2,rent,little,NA,1503,12,car,good,90000,0,Commercial associate,Incomplete higher,1,0,Core staff
533,26,male,2,own,moderate,NA,1311,24,radio/TV,good,180000,0,Working,Secondary / secondary special,0,0,Security staff
534,25,male,2,own,NA,NA,3105,24,radio/TV,good,225000,0,Working,Secondary / secondary special,0,0,Laborers
535,33,male,2,rent,little,rich,2319,21,education,bad,99000,0,Commercial associate,Higher education,1,0,
536,75,female,3,own,NA,little,1374,6,car,good,225000,0,Commercial associate,Secondary / secondary special,1,0,High skill tech staff
537,37,female,2,own,little,moderate,3612,18,furniture/equipment,good,450000,0,Commercial associate,Secondary / secondary special,0,0,Core staff
538,42,male,3,free,little,little,7763,48,car,bad,207000,0,State servant,Secondary / secondary special,0,0,Core staff
539,45,female,1,own,little,rich,3049,18,furniture/equipment,good,99000,0,Pensioner,Secondary / secondary special,0,0,
540,23,male,2,rent,little,moderate,1534,12,radio/TV,bad,337500,3,Commercial associate,Higher education,0,0,Core staff
541,60,male,2,free,little,NA,2032,24,car,good,162000,0,Commercial associate,Higher education,1,0,Laborers
542,31,male,2,own,NA,little,6350,30,furniture/equipment,bad,121500,1,Commercial associate,Secondary / secondary special,1,0,Sales staff
543,34,male,1,own,little,rich,2864,18,furniture/equipment,bad,112500,0,Working,Secondary / secondary special,0,0,Core staff
544,61,male,1,own,little,NA,1255,12,car,good,202500,0,Working,Higher education,1,0,Laborers
545,43,male,2,free,little,little,1333,24,car,bad,135000,1,Working,Secondary / secondary special,0,0,
546,37,female,2,own,little,NA,2022,24,car,good,225000,0,Commercial associate,Higher education,0,0,Managers
547,32,male,2,own,little,NA,1552,24,radio/TV,good,247500,1,Working,Secondary / secondary special,0,0,Drivers
548,24,female,1,own,little,little,626,12,radio/TV,bad,108000,0,Commercial associate,Higher education,1,0,Core staff
549,35,male,2,free,NA,NA,8858,48,car,good,157500,0,Commercial associate,Secondary / secondary special,0,0,Laborers
550,23,female,2,own,NA,NA,996,12,repairs,good,211500,0,Commercial associate,Higher education,1,0,High skill tech staff
551,45,male,1,own,quite rich,NA,1750,6,radio/TV,good,270000,0,Commercial associate,Higher education,1,0,Core staff
552,34,male,2,own,little,little,6999,48,radio/TV,bad,135000,0,Working,Secondary / secondary special,0,0,Laborers
553,27,male,2,own,moderate,moderate,1995,12,car,good,90000,0,Working,Secondary / secondary special,0,0,Sales staff
554,67,female,3,own,little,moderate,1199,9,education,good,157500,2,Working,Higher education,0,0,Managers
555,22,male,2,own,little,moderate,1331,12,radio/TV,bad,112500,0,Commercial associate,Secondary / secondary special,0,0,Security staff
556,28,female,2,own,moderate,moderate,2278,18,car,bad,157500,0,Pensioner,Incomplete higher,1,0,
557,29,female,2,own,NA,NA,5003,21,car,bad,90000,0,Pensioner,Higher education,0,0,
558,27,male,2,own,little,little,3552,24,furniture/equipment,bad,76500,2,Working,Higher education,1,0,
559,31,male,1,own,little,moderate,1928,18,furniture/equipment,bad,247500,0,Working,Secondary / secondary special,0,0,Managers
560,49,male,2,free,NA,little,2964,24,car,good,216000,0,Working,Secondary / secondary special,0,0,Laborers
561,24,male,1,rent,little,little,1546,24,radio/TV,bad,99000,0,Working,Higher education,0,0,
562,29,female,2,own,little,rich,683,6,radio/TV,good,67500,0,Working,Secondary / secondary special,0,0,Core staff
563,37,male,2,free,NA,moderate,12389,36,car,bad,180000,2,Working,Secondary / secondary special,0,0,
564,37,male,3,own,NA,moderate,4712,24,business,good,135000,0,Commercial associate,Secondary / secondary special,1,0,Low-skill Laborers
565,23,female,2,rent,moderate,moderate,1553,24,radio/TV,good,157500,0,Working,Secondary / secondary special,1,0,High skill tech staff
566,36,male,2,own,little,little,1372,12,car,bad,130500,0,Pensioner,Secondary / secondary special,0,0,
567,34,male,2,own,rich,NA,2578,24,radio/TV,good,247500,1,Working,Secondary / secondary special,0,0,Laborers
568,41,male,2,own,NA,moderate,3979,48,radio/TV,good,135000,2,Working,Higher education,1,0,
569,31,female,2,own,little,little,6758,48,radio/TV,bad,112500,0,Working,Secondary / secondary special,0,0,Laborers
570,23,female,1,rent,little,little,3234,24,furniture/equipment,bad,54000,0,Pensioner,Secondary / secondary special,0,0,
571,38,male,2,own,little,NA,5954,30,radio/TV,good,135000,0,Working,Lower secondary,0,0,
572,26,female,3,rent,NA,NA,5433,24,car,good,189000,1,Working,Secondary / secondary special,0,0,Sales staff
573,22,female,1,own,little,little,806,15,business,good,90000,0,Working,Secondary / secondary special,1,0,Core staff
574,27,male,1,own,little,moderate,1082,9,radio/TV,good,234000,2,Commercial associate,Secondary / secondary special,0,0,Sales staff
575,24,female,2,own,little,NA,2788,15,furniture/equipment,good,202500,0,Commercial associate,Higher education,1,0,Managers
576,27,female,2,own,little,moderate,2930,12,radio/TV,good,67500,0,Working,Secondary / secondary special,0,1,Sales staff
577,33,female,2,own,NA,NA,1927,24,education,good,112500,0,State servant,Secondary / secondary special,1,0,Medicine staff
578,27,male,2,own,little,moderate,2820,36,car,bad,87750,0,Commercial associate,Secondary / secondary special,0,0,Drivers
579,27,male,1,own,little,NA,937,24,education,good,112500,2,Working,Secondary / secondary special,0,0,Cooking staff
580,30,male,2,own,little,moderate,1056,18,car,bad,135000,0,Working,Secondary / secondary special,0,0,
581,49,male,1,own,little,moderate,3124,12,car,good,45000,0,Pensioner,Secondary / secondary special,0,0,
582,26,female,2,rent,little,NA,1388,9,furniture/equipment,good,144000,1,Working,Higher education,1,0,
583,33,male,1,rent,little,moderate,2384,36,repairs,bad,81000,0,Pensioner,Secondary / secondary special,0,0,
584,52,female,3,free,NA,NA,2133,12,car,good,112500,0,Working,Incomplete higher,0,0,
585,20,female,2,rent,little,little,2039,18,furniture/equipment,bad,135000,1,Commercial associate,Lower secondary,0,1,Core staff
586,36,male,2,rent,little,little,2799,9,car,good,112500,0,Pensioner,Secondary / secondary special,0,0,
587,21,male,1,own,little,little,1289,12,furniture/equipment,good,225000,1,Working,Higher education,0,0,IT staff
588,47,male,1,own,little,little,1217,18,domestic appliances,bad,157500,0,Working,Higher education,1,1,Laborers
589,60,male,2,own,little,little,2246,12,furniture/equipment,bad,202500,0,Pensioner,Secondary / secondary special,1,0,
590,58,female,1,own,little,little,385,12,radio/TV,good,121500,0,Commercial associate,Secondary / secondary special,0,0,Laborers
591,42,female,2,rent,NA,moderate,1965,24,car,good,184500,2,Working,Higher education,0,0,High skill tech staff
592,36,female,1,own,rich,NA,1572,21,business,good,72000,0,Working,Secondary / secondary special,0,0,
593,20,female,1,rent,little,moderate,2718,24,car,bad,90000,0,Commercial associate,Secondary / secondary special,0,0,Sales staff
594,40,male,3,own,NA,little,1358,24,vacation/others,bad,180000,0,Working,Secondary / secondary special,1,0,Sales staff
595,32,female,1,own,moderate,moderate,931,6,car,bad,90000,0,Working,Secondary / secondary special,0,0,Drivers
596,23,female,2,rent,little,little,1442,24,car,bad,157500,0,Working,Secondary / secondary special,0,0,Drivers
597,36,male,1,own,little,moderate,4241,24,business,bad,225000,0,Working,Secondary / secondary special,1,0,Secretaries
598,31,male,2,own,little,NA,2775,18,car,bad,265500,0,Working,Secondary / secondary special,0,0,Drivers
599,32,male,2,free,little,NA,3863,24,business,good,135000,0,State servant,Higher education,1,0,Core staff
600,45,female,2,own,little,moderate,2329,7,radio/TV,good,243000,0,Working,Secondary / secondary special,1,0,Security staff
601,30,female,2,own,little,moderate,918,9,furniture/equipment,bad,135000,2,Working,Secondary / secondary special,0,0,Sales staff
602,34,female,1,free,little,moderate,1837,24,education,bad,63000,0,Pensioner,Secondary / secondary special,0,0,
603,28,female,3,own,little,NA,3349,36,furniture/equipment,bad,135000,1,Working,Secondary / secondary special,0,0,Laborers
604,23,female,2,own,little,rich,1275,10,furniture/equipment,good,225000,2,Working,Secondary / secondary special,1,0,Laborers
605,22,male,2,own,quite rich,little,2828,24,furniture/equipment,good,81000,0,State servant,Incomplete higher,1,0,Medicine staff
606,74,male,3,own,little,NA,4526,24,business,good,90000,3,Working,Secondary / secondary special,0,0,High skill tech staff
607,50,female,2,free,moderate,moderate,2671,36,radio/TV,bad,180000,1,State servant,Higher education,0,0,Laborers
608,33,male,2,own,little,NA,2051,18,radio/TV,good,135000,0,Pensioner,Secondary / secondary special,0,0,
609,45,male,2,free,NA,NA,1300,15,car,good,360000,0,Working,Lower secondary,0,0,Laborers
610,22,female,2,own,moderate,little,741,12,domestic appliances,bad,225000,0,Pensioner,Higher education,1,0,
611,48,female,1,free,moderate,rich,1240,10,car,bad,157500,0,Commercial associate,Secondary / secondary special,0,0,Managers
612,29,female,2,own,rich,little,3357,21,radio/TV,good,157500,0,Commercial associate,Higher education,0,0,Sales staff
613,22,female,2,rent,little,little,3632,24,car,good,67500,0,Pensioner,Secondary / secondary special,1,0,
614,22,female,2,own,little,NA,1808,18,furniture/equipment,bad,112500,0,Pensioner,Secondary / secondary special,1,0,
615,48,male,3,own,NA,moderate,12204,48,business,good,90000,0,State servant,Higher education,1,0,Managers
616,27,male,3,free,NA,moderate,9157,60,radio/TV,good,90000,0,Working,Secondary / secondary special,0,0,Laborers
617,37,male,2,rent,little,little,3676,6,car,good,180000,0,Pensioner,Secondary / secondary special,0,0,
618,21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,bad,135000,3,Pensioner,Higher education,1,0,
619,49,male,1,own,little,NA,640,12,car,good,135000,0,Commercial associate,Secondary / secondary special,0,0,Accountants
620,27,male,2,own,little,moderate,3652,21,business,good,157500,2,Working,Secondary / secondary special,1,0,Core staff
621,32,male,2,own,little,NA,1530,18,car,bad,180000,0,Working,Higher education,0,0,Managers
622,38,male,2,own,NA,NA,3914,48,business,bad,540000,2,Working,Higher education,1,0,Managers
623,22,female,2,rent,little,little,1858,12,furniture/equipment,good,180000,0,Working,Higher education,0,0,Accountants
624,65,male,2,free,little,little,2600,18,radio/TV,bad,99000,0,Pensioner,Secondary / secondary special,0,0,
625,35,male,2,own,NA,NA,1979,15,radio/TV,good,126000,0,Working,Secondary / secondary special,0,0,Laborers
626,41,male,2,own,little,rich,2116,6,furniture/equipment,good,135000,1,Commercial associate,Secondary / secondary special,0,0,
627,29,male,2,own,moderate,moderate,1437,9,car,bad,135000,0,Working,Secondary / secondary special,0,1,High skill tech staff
628,36,male,2,own,quite rich,NA,4042,42,furniture/equipment,good,234000,2,Commercial associate,Higher education,0,0,Laborers
629,64,male,1,own,NA,NA,3832,9,education,good,292500,0,Working,Higher education,0,0,Medicine staff
630,28,female,2,own,little,little,3660,24,radio/TV,good,90000,1,Working,Secondary / secondary special,0,0,Medicine staff
631,44,male,2,own,little,little,1553,18,furniture/equipment,bad,216000,1,Pensioner,Secondary / secondary special,0,0,
632,23,male,2,own,NA,moderate,1444,15,radio/TV,good,540000,0,Working,Secondary / secondary special,0,1,
633,19,female,2,rent,little,NA,1980,9,furniture/equipment,bad,202500,1,Working,Secondary / secondary special,0,0,Laborers
634,25,female,1,own,little,moderate,1355,24,car,bad,112500,2,Working,Incomplete higher,0,0,Core staff
635,47,male,2,own,little,NA,1393,12,education,good,112500,1,Working,Higher education,1,0,
636,28,female,2,own,quite rich,NA,1376,24,radio/TV,good,202500,0,Working,Secondary / secondary special,0,0,Drivers
637,21,male,2,own,little,NA,15653,60,radio/TV,good,112500,0,Working,Secondary / secondary special,0,0,Sales staff
638,34,female,2,own,little,NA,1493,12,radio/TV,good,112500,0,Commercial associate,Secondary / secondary special,0,0,Medicine staff
639,26,male,2,own,little,little,4370,42,radio/TV,bad,315000,1,Commercial associate,Higher education,0,0,Accountants
640,27,female,0,own,little,little,750,18,education,bad,112500,1,Working,Secondary / secondary special,1,0,
641,38,male,1,own,little,moderate,1308,15,repairs,good,225000,0,Working,Incomplete higher,1,0,Laborers
642,40,male,3,own,moderate,NA,4623,15,education,bad,157500,0,Working,Incomplete higher,1,0,Core staff
643,33,male,2,own,little,NA,1851,24,radio/TV,good,157500,1,Working,Secondary / secondary special,1,1,High skill tech staff
644,32,male,3,own,little,little,1880,18,radio/TV,good,292500,1,Working,Secondary / secondary special,0,0,Medicine staff
645,27,male,2,rent,NA,NA,7980,36,business,bad,112500,0,Commercial associate,Secondary / secondary special,1,0,Laborers
646,32,male,2,own,little,little,4583,30,furniture/equipment,good,112500,0,Pensioner,Secondary / secondary special,0,0,
647,26,female,2,own,quite rich,NA,1386,12,car,bad,135000,2,Working,Secondary / secondary special,1,0,Laborers
648,38,male,2,free,little,rich,947,24,car,bad,216000,2,Commercial associate,Higher education,1,0,Accountants
649,40,male,1,rent,little,little,684,12,education,bad,90000,0,Commercial associate,Secondary / secondary special,0,0,Low-skill Laborers
650,50,male,3,free,little,little,7476,48,education,good,108000,0,Pensioner,Secondary / secondary special,0,0,
651,37,male,1,own,little,moderate,1922,12,furniture/equipment,bad,38250,0,Working,Secondary / secondary special,0,0,Laborers
652,45,male,2,own,little,little,2303,24,car,bad,171000,0,Pensioner,Higher education,0,0,
653,42,male,3,own,moderate,moderate,8086,36,car,bad,103500,1,Working,Higher education,1,0,Sales staff
654,35,male,2,own,little,NA,2346,24,car,good,171000,0,Working,Higher education,1,0,Sales staff
655,22,male,2,free,little,little,3973,14,car,good,121500,0,Working,Secondary / secondary special,0,0,Laborers
656,41,male,1,own,little,moderate,888,12,car,bad,90000,0,Commercial associate,Secondary / secondary special,0,0,
657,37,male,2,own,NA,NA,10222,48,radio/TV,good,202500,0,Working,Higher education,0,0,Core staff
658,28,female,2,own,little,moderate,4221,30,business,good,180000,0,Working,Secondary / secondary special,0,0,Laborers
659,41,male,2,own,little,moderate,6361,18,furniture/equipment,good,157500,1,Commercial associate,Higher education,0,0,Cleaning staff
660,23,male,2,rent,little,rich,1297,12,radio/TV,good,202500,2,Commercial associate,Incomplete higher,0,0,Drivers
661,23,male,2,own,NA,little,900,12,car,bad,225000,0,Commercial associate,Higher education,1,0,Realty agents
662,50,male,2,own,little,NA,2241,21,furniture/equipment,good,135000,0,Working,Higher education,0,0,Managers
663,35,male,3,own,little,moderate,1050,6,furniture/equipment,good,126000,2,Working,Secondary / secondary special,0,0,Drivers
664,50,female,1,own,little,rich,1047,6,education,good,157500,0,Commercial associate,Secondary / secondary special,0,0,Laborers
665,27,male,3,own,little,NA,6314,24,vacation/others,good,112500,0,Working,Secondary / secondary special,0,0,Laborers
666,34,male,2,own,rich,moderate,3496,30,furniture/equipment,good,247500,2,Working,Higher education,1,0,Managers
667,27,female,2,own,little,NA,3609,48,business,good,288000,1,Working,Higher education,1,1,Managers
668,43,male,2,rent,little,little,4843,12,car,bad,112500,0,Pensioner,Secondary / secondary special,1,0,
669,47,male,2,own,little,rich,3017,30,radio/TV,good,90000,0,Working,Secondary / secondary special,0,0,Sales staff
670,27,male,1,own,moderate,NA,4139,24,business,good,112500,0,Working,Secondary / secondary special,0,0,Laborers
671,31,male,2,own,moderate,NA,5742,36,business,good,225000,0,Commercial associate,Higher education,1,1,Accountants
672,42,male,3,own,little,NA,10366,60,car,good,202500,0,Commercial associate,Secondary / secondary special,0,0,Drivers
673,24,male,2,own,quite rich,NA,2080,6,car,good,135000,0,Working,Secondary / secondary special,0,0,High skill tech staff
674,41,male,1,own,quite rich,NA,2580,21,business,bad,112500,0,Working,Higher education,0,0,Core staff
675,26,female,3,rent,little,NA,4530,30,radio/TV,good,405000,0,Commercial associate,Higher education,1,0,Drivers
676,33,male,2,own,little,NA,5150,24,furniture/equipment,good,225000,0,Working,Secondary / secondary special,0,0,Drivers
677,24,male,2,own,moderate,moderate,5595,72,radio/TV,bad,135000,0,Commercial associate,Secondary / secondary special,0,0,Laborers
678,64,male,1,rent,little,little,2384,24,radio/TV,good,54000,0,Pensioner,Secondary / secondary special,0,0,
679,26,female,2,own,little,NA,1453,18,radio/TV,good,67500,0,Pensioner,Secondary / secondary special,0,0,
680,56,female,2,own,little,NA,1538,6,education,good,270000,0,Working,Higher education,1,0,
681,37,male,2,free,NA,NA,2279,12,radio/TV,good,270000,0,Working,Higher education,1,0,Managers
682,33,male,2,own,little,NA,1478,15,radio/TV,good,112500,0,Commercial associate,Higher education,0,0,Core staff
683,47,male,2,free,little,NA,5103,24,radio/TV,good,112500,0,Working,Secondary / secondary special,0,0,
684,31,male,1,own,moderate,moderate,9857,36,business,good,157500,0,Working,Secondary / secondary special,0,0,Laborers
685,34,male,2,free,NA,NA,6527,60,car,good,126000,0,State servant,Higher education,1,0,Accountants
686,27,male,2,own,NA,rich,1347,10,radio/TV,good,49500,0,Pensioner,Secondary / secondary special,0,0,
687,30,male,2,free,moderate,moderate,2862,36,car,good,180000,1,Working,Secondary / secondary special,0,0,Managers
688,35,male,2,own,moderate,NA,2753,9,radio/TV,good,405000,0,Commercial associate,Secondary / secondary special,0,0,Cleaning staff
689,31,male,2,own,rich,little,3651,12,car,good,81000,0,Working,Secondary / secondary special,0,0,Laborers
690,25,male,2,own,little,little,975,15,furniture/equipment,good,103500,0,Commercial associate,Secondary / secondary special,0,0,
691,25,female,1,own,moderate,moderate,2631,15,repairs,good,126000,0,Pensioner,Lower secondary,0,0,
692,29,male,2,own,moderate,moderate,2896,24,radio/TV,good,112500,0,Working,Secondary / secondary special,0,1,Core staff
693,44,male,1,own,NA,little,4716,6,car,good,76500,0,Working,Secondary / secondary special,0,0,Sales staff
694,28,male,2,own,little,NA,2284,24,radio/TV,good,135000,0,Commercial associate,Higher education,0,0,Sales staff
695,50,male,2,rent,quite rich,NA,1236,6,car,good,157500,2,Commercial associate,Incomplete higher,0,0,Laborers
696,29,male,2,own,little,moderate,1103,12,radio/TV,good,270000,0,Working,Higher education,0,0,Managers
697,38,female,0,own,little,NA,926,12,car,good,247500,0,State servant,Higher education,0,0,Core staff
698,24,male,2,own,little,NA,1800,18,radio/TV,good,180000,2,Working,Secondary / secondary special,0,0,Laborers
699,40,male,3,rent,little,rich,1905,15,education,good,135000,2,Working,Secondary / secondary special,0,0,
700,29,female,1,rent,quite rich,NA,1123,12,furniture/equipment,bad,112500,0,Commercial associate,Secondary / secondary special,0,0,Sales staff
701,46,male,2,free,little,little,6331,48,car,bad,540000,2,Commercial associate,Higher education,0,0,Managers
702,47,female,2,free,moderate,rich,1377,24,radio/TV,good,180000,0,Working,Higher education,1,0,Managers
703,41,male,2,own,moderate,moderate,2503,30,business,good,270000,1,Commercial associate,Higher education,0,1,
704,32,female,2,own,little,moderate,2528,27,business,good,135000,0,Working,Secondary / secondary special,0,0,
705,35,female,2,free,quite rich,NA,5324,15,car,good,126000,0,State servant,Secondary / secondary special,1,0,Core staff
706,24,male,2,own,moderate,moderate,6560,48,car,bad,112500,0,Pensioner,Higher education,1,0,
707,25,female,2,rent,little,moderate,2969,12,furniture/equipment,bad,157500,0,Pensioner,Secondary / secondary special,0,0,
708,25,female,2,own,little,moderate,1206,9,radio/TV,good,67500,0,Working,Secondary / secondary special,0,0,Laborers
709,37,male,1,own,little,moderate,2118,9,radio/TV,good,225000,0,Working,Secondary / secondary special,0,0,Managers
710,32,male,3,own,quite rich,NA,629,18,radio/TV,good,279000,0,Pensioner,Secondary / secondary special,0,0,
711,35,female,2,free,little,little,1198,6,education,bad,157500,1,Working,Secondary / secondary special,0,0,Drivers
712,46,male,3,own,NA,NA,2476,21,car,good,180000,0,Working,Secondary / secondary special,0,0,
713,25,male,1,own,little,little,1138,9,radio/TV,good,225000,1,Commercial associate,Higher education,0,1,
714,27,male,3,own,little,moderate,14027,60,car,bad,112500,0,Working,Secondary / secondary special,0,0,Sales staff
715,63,male,2,own,NA,NA,7596,30,car,good,225000,0,Pensioner,Secondary / secondary special,0,0,
716,40,male,2,own,NA,NA,3077,30,radio/TV,good,117000,0,Working,Higher education,0,0,Accountants
717,32,male,3,free,little,NA,1505,18,radio/TV,good,153000,0,Commercial associate,Secondary / secondary special,1,0,
718,31,male,2,own,NA,rich,3148,24,radio/TV,good,90000,0,Pensioner,Secondary / secondary special,0,0,
719,31,male,2,own,moderate,moderate,6148,20,car,good,67500,2,Commercial associate,Higher education,0,0,Laborers
720,34,male,3,own,little,rich,1337,9,radio/TV,bad,90000,1,Commercial associate,Secondary / secondary special,0,0,Core staff
721,24,female,2,rent,rich,moderate,433,6,education,bad,121500,0,Working,Secondary / secondary special,0,0,Medicine staff
722,24,female,1,own,little,little,1228,12,car,bad,202500,2,Working,Incomplete higher,1,0,
723,66,female,1,own,quite rich,moderate,790,9,radio/TV,good,337500,0,Commercial associate,Higher education,0,0,Laborers
724,21,female,2,rent,little,NA,2570,27,car,bad,45000,2,Commercial associate,Secondary / secondary special,0,0,Core staff
725,41,female,1,own,rich,NA,250,6,car,good,81000,0,Working,Secondary / secondary special,0,0,Core staff
726,47,male,1,own,quite rich,NA,1316,15,radio/TV,good,180000,0,Commercial associate,Secondary / secondary special,0,0,Laborers
727,25,female,2,rent,little,little,1882,18,radio/TV,bad,135000,0,Commercial associate,Secondary / secondary special,0,0,Core staff
728,59,female,2,rent,little,moderate,6416,48,business,bad,225000,0,Working,Higher education,0,0,Core staff
729,36,male,2,own,rich,rich,1275,24,business,good,247500,1,Working,Secondary / secondary special,0,1,
730,33,male,2,own,little,moderate,6403,24,radio/TV,good,117000,0,State servant,Secondary / secondary special,0,0,Core staff
731,21,male,1,rent,little,little,1987,24,radio/TV,bad,180000,2,Commercial associate,Secondary / secondary special,0,0,Laborers
732,44,female,1,own,little,moderate,760,8,radio/TV,good,67500,1,Working,Secondary / secondary special,0,0,
733,28,female,2,rent,rich,NA,2603,24,car,good,58500,0,Pensioner,Secondary / secondary special,1,0,
734,37,female,2,own,little,NA,3380,4,car,good,112500,0,Working,Secondary / secondary special,0,0,Laborers
735,29,female,0,own,NA,moderate,3990,36,domestic appliances,good,157500,0,Working,Secondary / secondary special,0,0,High skill tech staff
736,23,female,3,rent,little,moderate,11560,24,car,bad,225000,0,State servant,Secondary / secondary special,1,0,Cooking staff
737,35,male,1,own,moderate,little,4380,18,car,good,342000,0,Pensioner,Secondary / secondary special,0,0,
738,45,male,3,own,little,NA,6761,6,car,good,67500,0,Working,Secondary / secondary special,0,0,Drivers
739,26,female,1,rent,moderate,moderate,4280,30,business,bad,157500,0,Working,Secondary / secondary special,0,0,Managers
740,32,male,2,own,moderate,little,2325,24,car,good,117000,2,Working,Secondary / secondary special,0,0,Cooking staff
741,23,male,1,own,little,moderate,1048,10,radio/TV,good,202500,1,Working,Secondary / secondary special,0,0,Low-skill Laborers
742,41,male,2,own,NA,NA,3160,21,radio/TV,good,270000,0,Working,Higher education,1,0,Drivers
743,22,male,2,own,quite rich,little,2483,24,furniture/equipment,good,112500,0,Working,Secondary / secondary special,0,0,High skill tech staff
744,30,male,3,own,NA,little,14179,39,furniture/equipment,good,49500,0,Pensioner,Secondary / secondary special,0,0,
745,28,male,1,own,little,little,1797,13,business,good,270000,2,Working,Secondary / secondary special,0,0,Drivers
746,23,female,2,rent,little,little,2511,15,car,good,270000,0,Working,Secondary / secondary special,0,1,Core staff
747,37,female,1,own,little,little,1274,12,car,bad,180000,1,Working,Secondary / secondary special,0,1,Low-skill Laborers
748,26,male,2,own,NA,NA,5248,21,car,good,306000,0,Working,Secondary / secondary special,0,0,Private service staff
749,33,male,2,own,little,NA,3029,15,car,good,180000,0,Working,Secondary / secondary special,0,0,High skill tech staff
750,49,female,2,own,little,little,428,6,furniture/equipment,good,135000,0,Pensioner,Secondary / secondary special,1,0,
751,23,female,1,own,little,little,976,18,car,bad,135000,0,Commercial associate,Incomplete higher,0,0,High skill tech staff
752,23,female,1,rent,moderate,moderate,841,12,business,good,112500,2,State servant,Higher education,0,1,Medicine staff
753,25,female,2,own,little,NA,5771,30,radio/TV,good,225000,0,Working,Higher education,0,0,HR staff
754,55,male,2,free,rich,NA,1555,12,repairs,bad,180000,0,Pensioner,Higher education,0,0,
755,32,female,2,rent,NA,little,1285,24,car,bad,112500,0,Commercial associate,Secondary / secondary special,0,0,High skill tech staff
756,74,male,0,own,little,rich,1299,6,car,good,90000,0,Working,Secondary / secondary special,0,0,High skill tech staff
757,39,male,2,free,NA,rich,1271,15,radio/TV,bad,90000,0,State servant,Secondary / secondary special,0,0,Core staff
758,31,male,2,own,little,NA,1393,24,car,good,90288,0,Commercial associate,Secondary / secondary special,1,0,Sales staff
759,35,male,2,own,little,little,691,12,car,bad,360000,0,Commercial associate,Higher education,1,0,Accountants
760,59,female,2,own,NA,NA,5045,15,car,good,225000,0,Commercial associate,Higher education,0,0,
761,24,female,2,rent,little,little,2124,18,furniture/equipment,bad,126000,1,Commercial associate,Secondary / secondary special,0,0,Laborers
762,24,male,1,own,little,little,2214,12,radio/TV,good,139500,1,Working,Higher education,0,1,High skill tech staff
763,30,male,3,free,NA,NA,12680,21,car,bad,90000,0,Working,Secondary / secondary special,0,0,Laborers
764,27,male,2,own,moderate,NA,2463,24,car,good,247500,1,Working,Secondary / secondary special,0,0,Laborers
765,40,male,1,own,little,moderate,1155,12,radio/TV,good,450000,0,Working,Higher education,0,0,Sales staff
766,31,male,1,own,little,little,3108,30,furniture/equipment,bad,67500,0,Pensioner,Lower secondary,1,0,
767,31,female,2,rent,NA,NA,2901,10,car,good,243000,0,State servant,Secondary / secondary special,0,0,
768,28,male,2,rent,little,moderate,3617,12,furniture/equipment,good,213750,0,Working,Secondary / secondary special,0,0,
769,63,male,1,own,little,NA,1655,12,radio/TV,good,112500,2,Working,Secondary / secondary special,0,0,Sales staff
770,26,female,2,rent,NA,little,2812,24,car,good,157500,0,Working,Secondary / secondary special,0,0,High skill tech staff
771,25,female,3,own,little,little,8065,36,education,bad,157500,0,Working,Secondary / secondary special,0,0,Medicine staff
